VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,2020-12-01 05:46:00,2020-12-01 05:56:43,1,1.93,1,N,236,161,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
2,2020-12-01 05:34:53,2020-12-01 05:41:07,1,2.52,1,N,132,132,2,8.5,0.5,0.5,0,0,0.3,9.8,0
2,2020-12-01 05:06:38,2020-12-01 05:20:40,1,2.75,1,N,238,140,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5
2,2020-12-01 05:51:05,2020-12-01 05:56:48,1,.77,1,N,48,161,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
1,2020-12-01 05:49:41,2020-12-01 06:24:53,1,20.90,2,N,132,243,2,52,0,0.5,0,6.12,0.3,58.92,0
2,2020-12-01 05:29:46,2020-12-01 05:39:17,1,2.40,1,N,158,161,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,2020-12-01 05:38:41,2020-12-01 05:44:16,1,2.66,1,N,238,48,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
1,2020-12-01 05:58:45,2020-12-01 06:11:32,1,3.70,1,N,166,48,2,13,2.5,0.5,0,0,0.3,16.3,2.5
1,2020-12-01 05:51:24,2020-12-01 05:54:52,1,.90,1,N,42,166,2,5,0.5,0.5,0,0,0.3,6.3,0
2,2020-12-01 05:54:58,2020-12-01 06:07:13,2,3.25,1,N,162,144,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5
2,2020-12-01 05:45:05,2020-12-01 05:51:23,1,1.13,1,N,100,161,1,6.5,0.5,0.5,0.7,0,0.3,11,2.5
2,2020-12-01 05:36:58,2020-12-01 05:47:54,1,4.04,1,N,107,236,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5
2,2020-12-01 05:53:37,2020-12-01 05:59:52,1,2.44,1,N,261,186,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5
2,2020-12-01 05:44:38,2020-12-01 05:52:51,3,2.95,1,N,48,236,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
2,2020-12-01 04:51:55,2020-12-01 04:55:53,2,.89,1,N,100,163,1,5.5,0.5,0.5,1.25,0,0.3,10.55,2.5
1,2020-12-01 05:35:18,2020-12-01 05:45:14,1,1.80,1,N,48,137,2,9,3,0.5,0,0,0.3,12.8,2.5
2,2020-12-01 05:36:15,2020-12-01 05:41:37,1,1.36,1,N,48,161,1,6.5,0.5,0.5,3.09,0,0.3,13.39,2.5
2,2020-12-01 05:24:13,2020-12-01 05:27:58,1,.70,1,N,100,230,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,2020-12-01 05:46:18,2020-12-01 06:02:04,2,10.85,4,N,132,265,2,37.5,0.5,0.5,0,0,0.3,38.8,0
2,2020-12-01 05:39:42,2020-12-01 05:52:26,1,2.12,1,N,48,137,1,10.5,0.5,0.5,0,0,0.3,14.3,2.5
1,2020-12-01 05:30:40,2020-12-01 05:35:51,1,2.60,1,N,107,140,1,9,3,0.5,2,0,0.3,14.8,2.5
1,2020-12-01 05:49:33,2020-12-01 05:51:53,1,.60,1,N,262,262,1,4,3,0.5,0.6,0,0.3,8.4,2.5
2,2020-12-01 05:58:10,2020-12-01 06:02:05,1,1.59,1,N,148,137,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
2,2020-12-01 05:58:54,2020-12-01 06:09:48,1,3.36,1,N,142,74,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5
1,2020-12-01 05:47:42,2020-12-01 05:53:38,1,1.70,1,N,137,249,2,7,2.5,0.5,0,0,0.3,10.3,2.5
2,2020-12-01 05:52:08,2020-12-01 05:55:31,1,.89,1,N,100,161,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
1,2020-12-01 05:51:30,2020-12-01 05:55:54,1,1.20,1,N,249,100,1,6,2.5,0.5,2.3,0,0.3,11.6,2.5
2,2020-12-01 05:46:03,2020-12-01 06:07:03,3,5.19,1,N,100,42,2,19.5,0.5,0.5,0,0,0.3,23.3,2.5
2,2020-12-01 05:53:24,2020-12-01 06:03:32,1,3.38,1,N,100,263,1,11.5,0.5,0.5,0,0,0.3,15.3,2.5
2,2020-12-01 05:43:08,2020-12-01 05:49:37,1,1.57,1,N,90,211,2,7,0.5,0.5,0,0,0.3,10.8,2.5
2,2020-12-01 04:40:39,2020-12-01 04:51:33,1,3.53,1,N,148,161,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5
2,2020-12-01 05:21:38,2020-12-01 05:35:16,1,6.52,1,N,231,140,1,20.5,0.5,0.5,2,0,0.3,26.3,2.5
2,2020-12-01 05:50:41,2020-12-01 06:22:56,6,17.78,2,N,132,237,2,52,0,0.5,0,6.12,0.3,61.42,2.5
2,2020-12-01 05:39:22,2020-12-01 05:41:26,1,.49,1,N,100,170,4,-4,-0.5,-0.5,0,0,-0.3,-7.8,-2.5
2,2020-12-01 05:39:22,2020-12-01 05:41:26,1,.49,1,N,100,170,2,4,0.5,0.5,0,0,0.3,7.8,2.5
1,2020-12-01 05:38:46,2020-12-01 06:04:52,1,15.40,1,N,132,165,2,42.5,0.5,0.5,0,0,0.3,43.8,0
2,2020-12-01 05:20:08,2020-12-01 05:27:58,1,2.48,1,N,263,161,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,2020-12-01 05:55:00,2020-12-01 06:17:12,1,9.62,1,N,132,198,1,28,0.5,0.5,5.86,0,0.3,35.16,0
2,2020-12-01 05:40:28,2020-12-01 05:48:54,1,1.00,1,N,100,233,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5
2,2020-12-01 14:52:36,2020-12-01 14:57:04,1,.81,1,N,234,186,1,5,0.5,0.5,1,0,0.3,9.8,2.5
2,2020-12-01 15:07:35,2020-12-01 15:13:46,1,.48,1,N,164,170,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
1,2020-12-01 05:41:41,2020-12-01 05:43:50,1,.40,1,N,141,237,1,4,2.5,0.5,1.45,0,0.3,8.75,2.5
1,2020-12-01 05:45:24,2020-12-01 05:49:10,1,.90,1,N,230,230,2,5,3,0.5,0,0,0.3,8.8,2.5
2,2020-12-01 05:39:53,2020-12-01 05:47:30,1,1.89,1,N,48,90,1,8,0.5,0.5,0.2,0,0.3,12,2.5
1,2020-12-01 05:49:11,2020-12-01 06:14:45,2,15.30,1,N,132,175,1,41.5,0,0.5,0,0,0.3,42.3,0
2,2020-12-01 05:58:06,2020-12-01 06:03:56,1,1.12,1,N,238,239,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
2,2020-12-01 05:44:19,2020-12-01 05:48:09,1,.75,1,N,100,68,1,4.5,0.5,0.5,2.08,0,0.3,10.38,2.5
2,2020-12-01 05:43:22,2020-12-01 05:57:16,1,4.03,1,N,239,107,1,14,0.5,0.5,2.85,0,0.3,20.65,2.5
2,2020-12-01 05:46:25,2020-12-01 06:18:19,4,23.86,1,N,132,115,1,62.5,0.5,0.5,80,12.24,0.3,156.04,0
2,2020-12-01 05:29:22,2020-12-01 05:58:16,1,17.66,1,N,132,49,2,47.5,0.5,0.5,0,0,0.3,48.8,0
2,2020-12-01 05:02:40,2020-12-01 05:09:34,1,.00,2,N,244,244,2,52,0,0.5,0,0,0.3,52.8,0
2,2020-12-01 05:11:37,2020-12-01 05:29:53,2,15.55,2,N,250,132,1,52,0,0.5,5,6.12,0.3,63.92,0
2,2020-12-01 05:58:42,2020-12-01 06:21:56,1,8.91,1,N,226,261,1,27.5,0.5,0.5,3,0,0.3,34.3,2.5
2,2020-12-01 05:19:05,2020-12-01 05:29:58,1,2.52,1,N,48,140,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
2,2020-12-01 05:46:18,2020-12-01 05:59:16,1,3.76,1,N,163,231,1,12.5,0.5,0.5,2.44,0,0.3,18.74,2.5
1,2020-12-01 05:03:11,2020-12-01 05:05:19,1,.80,1,N,141,233,1,4.5,3,0.5,0,0,0.3,8.3,2.5
1,2020-12-01 05:40:36,2020-12-01 05:50:06,1,2.50,1,N,48,141,1,9.5,3,0.5,4.7,0,0.3,18,2.5
2,2020-12-01 05:27:30,2020-12-01 05:49:52,1,11.70,1,N,107,14,1,33.5,0.5,0.5,6,0,0.3,43.3,2.5
2,2020-12-01 05:29:54,2020-12-01 05:33:45,1,1.13,1,N,100,161,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
1,2020-12-01 06:31:05,2020-12-01 06:32:21,6,.00,1,N,145,145,2,3,0,0.5,0,0,0.3,3.8,0
1,2020-12-01 06:36:27,2020-12-01 06:36:42,1,.00,1,Y,146,146,2,2.5,0,0.5,0,0,0.3,3.3,0
1,2020-12-01 06:13:27,2020-12-01 06:20:59,1,1.50,1,N,186,161,1,7,2.5,0.5,2.06,0,0.3,12.36,2.5
1,2020-12-01 06:41:31,2020-12-01 06:46:14,1,.80,1,N,68,246,1,5.5,2.5,0.5,0,0,0.3,8.8,2.5
2,2020-12-01 06:02:19,2020-12-01 06:13:56,1,3.51,1,N,90,140,1,12.5,0,0.5,0,0,0.3,15.8,2.5
1,2020-12-01 06:14:55,2020-12-01 06:24:32,1,1.70,1,N,238,41,2,8.5,0,0.5,0,0,0.3,9.3,0
1,2020-12-01 06:58:12,2020-12-01 07:05:19,1,2.20,1,N,151,48,1,8.5,2.5,0.5,0,0,0.3,11.8,2.5
2,2020-12-01 06:20:27,2020-12-01 06:26:00,1,1.28,1,N,68,48,2,6,0,0.5,0,0,0.3,9.3,2.5
2,2020-12-01 06:26:27,2020-12-01 06:48:20,1,4.22,1,N,48,74,2,18,0,0.5,0,0,0.3,21.3,2.5
1,2020-12-01 06:12:08,2020-12-01 06:25:18,1,5.00,1,N,4,75,1,16.5,2.5,0.5,3,0,0.3,22.8,2.5
1,2020-12-01 06:31:30,2020-12-01 06:38:00,1,.90,1,N,237,140,1,6.5,2.5,0.5,1.95,0,0.3,11.75,2.5
1,2020-12-01 06:43:54,2020-12-01 06:46:32,1,1.00,1,N,237,161,1,4.5,2.5,0.5,0.8,0,0.3,8.6,2.5
2,2020-12-01 06:28:02,2020-12-01 06:40:40,6,1.61,1,N,100,137,1,9.5,0,0.5,1,0,0.3,13.8,2.5
1,2020-12-01 06:47:29,2020-12-01 06:51:01,1,.70,1,N,186,230,2,4.5,2.5,0.5,0,0,0.3,7.8,2.5
1,2020-12-01 06:24:03,2020-12-01 06:30:17,1,.90,1,N,209,231,1,6,3,0.5,1.2,0,0.3,11,2.5
1,2020-12-01 06:25:35,2020-12-01 06:38:19,1,2.30,1,N,143,140,1,11,2.5,0.5,2.85,0,0.3,17.15,2.5
2,2020-12-01 06:09:41,2020-12-01 06:14:13,1,.55,1,N,141,237,1,5,0,0.5,0.42,0,0.3,8.72,2.5
2,2020-12-01 06:10:27,2020-12-01 06:15:44,5,1.56,1,N,249,107,1,7,0,0.5,1.03,0,0.3,11.33,2.5
2,2020-12-01 06:55:04,2020-12-01 07:03:31,6,1.98,1,N,74,42,2,9,0,0.5,0,0,0.3,9.8,0
2,2020-12-01 06:14:33,2020-12-01 06:19:36,3,1.74,1,N,237,162,1,7,0,0.5,1,0,0.3,11.3,2.5
2,2020-12-01 06:27:30,2020-12-01 06:32:47,2,1.09,1,N,186,161,1,6,0,0.5,1.86,0,0.3,11.16,2.5
2,2020-12-01 06:43:08,2020-12-01 06:47:21,3,1.15,1,N,186,230,1,5.5,0,0.5,2.2,0,0.3,11,2.5
2,2020-12-01 06:19:50,2020-12-01 06:42:46,4,11.29,1,N,132,9,1,31.5,0,0.5,9.69,0,0.3,41.99,0
2,2020-12-01 06:14:05,2020-12-01 06:26:32,1,4.18,1,N,24,233,1,14,0,0.5,5.19,0,0.3,22.49,2.5
2,2020-12-01 06:59:05,2020-12-01 07:16:48,3,3.98,1,N,239,170,1,16,0,0.5,3,0,0.3,22.3,2.5
1,2020-12-01 06:06:02,2020-12-01 06:07:40,1,.20,1,N,238,238,2,3,2.5,0.5,0,0,0.3,6.3,2.5
1,2020-12-01 06:11:10,2020-12-01 06:11:27,1,.00,1,N,238,238,3,2.5,2.5,0.5,0,0,0.3,5.8,2.5
1,2020-12-01 06:11:48,2020-12-01 06:14:32,1,.80,1,N,238,166,1,4.5,2.5,0.5,0,0,0.3,7.8,2.5
1,2020-12-01 06:29:26,2020-12-01 06:33:05,2,.70,1,N,142,142,1,5,2.5,0.5,1.65,0,0.3,9.95,2.5
1,2020-12-01 06:34:43,2020-12-01 06:41:08,1,2.50,1,N,142,166,1,9,2.5,0.5,2.45,0,0.3,14.75,2.5
1,2020-12-01 06:46:19,2020-12-01 06:53:48,1,1.80,1,N,24,142,1,8,2.5,0.5,1.5,0,0.3,12.8,2.5
2,2020-12-01 06:58:48,2020-12-01 07:13:22,1,4.51,1,N,233,256,1,15.5,0,0.5,6.2,0,0.3,25,2.5
2,2020-12-01 06:38:23,2020-12-01 06:47:29,1,2.10,1,N,24,143,1,9,0,0.5,0,0,0.3,12.3,2.5
2,2020-12-01 06:15:01,2020-12-01 06:43:07,1,16.61,2,N,229,132,1,52,0,0.5,12.28,6.12,0.3,73.7,2.5
2,2020-12-01 06:59:07,2020-12-01 07:06:59,1,1.66,1,N,239,166,1,8,0,0.5,2.26,0,0.3,13.56,2.5
2,2020-12-01 06:33:57,2020-12-01 06:39:12,2,.64,1,N,262,263,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5
2,2020-12-01 06:40:50,2020-12-01 06:44:47,2,1.13,1,N,262,140,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5
1,2020-12-01 06:13:38,2020-12-01 06:18:24,1,.90,1,N,100,170,1,5.5,2.5,0.5,2.2,0,0.3,11,2.5
1,2020-12-01 06:25:08,2020-12-01 06:25:14,1,.00,1,N,186,186,3,2.5,2.5,0.5,0,0,0.3,5.8,2.5
1,2020-12-01 06:48:17,2020-12-01 07:07:56,1,4.70,1,N,186,75,1,18,2.5,0.5,3.5,0,0.3,24.8,2.5
1,2020-12-01 06:47:27,2020-12-01 06:50:12,2,.40,1,N,164,100,2,4,3.5,0.5,0,0,0.3,8.3,2.5
2,2020-12-01 07:07:24,2020-12-01 07:11:18,1,.46,1,N,237,140,2,4.5,0,0.5,0,0,0.3,7.8,2.5
2,2020-12-01 07:16:24,2020-12-01 07:24:33,1,1.55,1,N,140,162,2,8,0,0.5,0,0,0.3,11.3,2.5
2,2020-12-01 07:44:01,2020-12-01 07:46:29,1,.93,1,N,75,74,2,4.5,0,0.5,0,0,0.3,5.3,0
2,2020-12-01 07:57:02,2020-12-01 08:00:57,1,.83,1,N,74,42,2,5,0,0.5,0,0,0.3,5.8,0
1,2020-12-01 06:34:40,2020-12-01 06:46:43,1,2.80,1,N,224,141,1,12,2.5,0.5,2.5,0,0.3,17.8,2.5
1,2020-12-01 06:54:46,2020-12-01 07:23:23,1,6.20,1,N,140,129,1,24,2.5,0.5,3,0,0.3,30.3,2.5
1,2020-12-01 06:23:42,2020-12-01 06:26:48,1,1.00,1,N,263,237,2,5,2.5,0.5,0,0,0.3,8.3,2.5
1,2020-12-01 06:31:12,2020-12-01 06:36:41,1,1.00,1,N,237,161,1,6,2.5,0.5,1.85,0,0.3,11.15,2.5
1,2020-12-01 06:58:14,2020-12-01 07:05:08,1,1.40,1,N,141,161,1,7.5,2.5,0.5,2.7,0,0.3,13.5,2.5
2,2020-12-01 06:46:15,2020-12-01 06:50:20,1,.90,1,N,170,137,2,5.5,0,0.5,0,0,0.3,8.8,2.5
2,2020-12-01 06:57:08,2020-12-01 07:02:21,1,.94,1,N,107,234,1,5.5,0,0.5,2.2,0,0.3,11,2.5
1,2020-12-01 06:31:49,2020-12-01 06:37:22,1,1.20,1,N,186,161,1,6.5,2.5,0.5,1.95,0,0.3,11.75,2.5
1,2020-12-01 06:56:43,2020-12-01 07:01:56,1,1.20,1,N,186,161,1,6,2.5,0.5,0.93,0,0.3,10.23,2.5
2,2020-12-01 06:00:11,2020-12-01 06:07:01,1,1.28,1,N,100,246,1,7,0,0.5,3.09,0,0.3,13.39,2.5
2,2020-12-01 06:11:22,2020-12-01 06:14:50,1,1.12,1,N,50,142,2,5.5,0,0.5,0,0,0.3,8.8,2.5
1,2020-12-01 06:57:33,2020-12-01 07:16:40,1,6.30,1,N,116,100,1,21.5,2.5,0.5,4,0,0.3,28.8,2.5
2,2020-12-01 06:24:55,2020-12-01 06:30:18,1,1.29,1,N,249,234,2,6,0,0.5,0,0,0.3,9.3,2.5
2,2020-12-01 06:37:38,2020-12-01 06:44:10,1,1.76,1,N,249,100,1,7.5,0,0.5,1.08,0,0.3,11.88,2.5
2,2020-12-01 06:47:35,2020-12-01 07:05:09,1,4.86,1,N,90,151,1,18,0,0.5,0,0,0.3,21.3,2.5
1,2020-12-01 06:54:37,2020-12-01 07:02:08,1,1.70,1,N,142,237,1,8,2.5,0.5,2.8,0,0.3,14.1,2.5
1,2020-12-01 06:03:06,2020-12-01 06:05:41,1,1.00,1,N,236,75,2,4.5,2.5,0.5,0,0,0.3,7.8,2.5
1,2020-12-01 06:42:08,2020-12-01 06:51:12,1,2.70,1,N,236,161,1,10,2.5,0.5,2.65,0,0.3,15.95,2.5
2,2020-12-01 06:10:16,2020-12-01 06:16:43,1,1.41,1,N,262,236,2,7,0,0.5,0,0,0.3,10.3,2.5
2,2020-12-01 06:21:01,2020-12-01 06:35:24,1,4.64,1,N,236,114,1,15.5,0,0.5,3.76,0,0.3,22.56,2.5
1,2020-12-01 06:51:09,2020-12-01 07:02:12,1,2.10,1,N,237,137,1,10,2.5,0.5,2.65,0,0.3,15.95,2.5
1,2020-12-01 06:15:46,2020-12-01 06:27:30,1,6.80,1,N,263,88,1,20,2.5,0.5,4.65,0,0.3,27.95,2.5
1,2020-12-01 06:09:55,2020-12-01 06:21:05,1,2.60,1,N,264,264,1,10.5,0,0.5,2.25,0,0.3,13.55,0
1,2020-12-01 06:58:59,2020-12-01 07:03:48,1,1.60,1,N,229,237,2,6.5,2.5,0.5,0,0,0.3,9.8,2.5
1,2020-12-01 06:34:05,2020-12-01 06:38:03,1,.90,1,N,100,161,1,5,2.5,0.5,1,0,0.3,9.3,2.5
1,2020-12-01 06:46:47,2020-12-01 07:08:58,1,5.00,1,N,100,41,1,19,2.5,0.5,4,0,0.3,26.3,2.5
1,2020-12-01 06:28:32,2020-12-01 07:06:33,1,19.90,1,N,132,119,2,54,0.5,0.5,0,6.12,0.3,61.42,0
2,2020-12-01 06:12:37,2020-12-01 06:15:45,1,.95,1,N,186,264,1,5,0,0.5,3,0,0.3,11.3,2.5
2,2020-12-01 06:29:01,2020-12-01 06:36:20,1,1.98,1,N,186,114,1,8,0,0.5,2.26,0,0.3,13.56,2.5
2,2020-12-01 06:48:03,2020-12-01 06:58:08,1,2.79,1,N,186,140,1,10.5,0,0.5,2.76,0,0.3,16.56,2.5
2,2020-12-01 06:50:46,2020-12-01 07:03:29,2,3.07,1,N,186,140,1,11.5,0,0.5,3.7,0,0.3,18.5,2.5
1,2020-12-01 06:13:25,2020-12-01 06:16:58,1,1.10,1,N,79,137,1,5.5,2.5,0.5,2.6,0,0.3,11.4,2.5
1,2020-12-01 06:20:06,2020-12-01 06:23:37,1,1.40,1,N,233,141,1,6,2.5,0.5,0.93,0,0.3,10.23,2.5
1,2020-12-01 06:52:21,2020-12-01 06:55:13,1,.80,1,N,229,140,1,4.5,2.5,0.5,1,0,0.3,8.8,2.5
2,2020-12-01 06:28:04,2020-12-01 06:38:12,1,3.00,1,N,107,237,1,10.5,0,0.5,1.5,0,0.3,15.3,2.5
1,2020-12-01 06:54:20,2020-12-01 06:56:06,1,.40,1,N,224,137,1,3.5,2.5,0.5,1.35,0,0.3,8.15,2.5
2,2020-12-01 06:55:16,2020-12-01 06:58:08,1,1.07,1,N,141,262,1,5,0,0.5,1.66,0,0.3,9.96,2.5
1,2020-12-01 06:00:51,2020-12-01 06:27:13,1,11.80,1,N,48,228,2,35,2.5,0.5,0,0,0.3,38.3,2.5
1,2020-12-01 06:57:55,2020-12-01 07:08:59,1,3.40,1,N,231,170,1,11.5,2.5,0.5,2.95,0,0.3,17.75,2.5
2,2020-12-01 06:28:44,2020-12-01 06:33:43,1,1.55,1,N,236,162,1,6.5,0,0.5,1.96,0,0.3,11.76,2.5
2,2020-12-01 06:36:16,2020-12-01 06:41:09,1,1.53,1,N,162,140,1,6.5,0,0.5,2.45,0,0.3,12.25,2.5
2,2020-12-01 06:55:47,2020-12-01 06:59:37,1,1.41,1,N,236,162,1,6,0,0.5,1.86,0,0.3,11.16,2.5
1,2020-12-01 06:00:59,2020-12-01 06:09:09,1,1.60,1,N,142,162,1,8,2.5,0.5,2.8,0,0.3,14.1,2.5
1,2020-12-01 06:42:51,2020-12-01 06:46:39,1,1.30,1,Y,68,48,2,5.5,2.5,0.5,0,0,0.3,8.8,2.5
1,2020-12-01 06:14:18,2020-12-01 06:21:49,1,2.60,1,N,249,170,4,9.5,2.5,0.5,0,0,0.3,12.8,2.5
1,2020-12-01 06:33:46,2020-12-01 06:38:26,1,1.10,1,N,234,68,4,6,2.5,0.5,0,0,0.3,9.3,2.5
1,2020-12-01 06:45:20,2020-12-01 06:56:59,1,3.20,1,N,100,263,4,11.5,2.5,0.5,0,0,0.3,14.8,2.5
1,2020-12-01 06:15:50,2020-12-01 06:20:50,1,1.70,1,N,50,239,2,7,2.5,0.5,0,0,0.3,10.3,2.5
1,2020-12-01 06:59:07,2020-12-01 07:09:49,1,2.20,1,N,239,50,2,10,2.5,0.5,0,0,0.3,13.3,2.5
2,2020-12-01 06:13:19,2020-12-01 06:13:30,3,.00,1,N,132,132,2,2.5,0,0.5,0,0,0.3,3.3,0
2,2020-12-01 06:13:52,2020-12-01 06:49:07,3,16.70,2,N,132,90,1,52,0,0.5,12.28,6.12,0.3,73.7,2.5
2,2020-12-01 06:07:02,2020-12-01 06:14:01,1,1.16,1,N,230,230,1,7,0,0.5,0.7,0,0.3,11,2.5
2,2020-12-01 06:27:09,2020-12-01 06:36:57,1,2.49,1,N,48,137,1,10,0,0.5,2.66,0,0.3,15.96,2.5
2,2020-12-01 06:11:54,2020-12-01 06:16:25,1,1.48,1,N,186,163,2,6.5,0,0.5,0,0,0.3,9.8,2.5
2,2020-12-01 06:43:41,2020-12-01 06:47:18,1,1.32,1,N,68,50,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5
2,2020-12-01 06:14:42,2020-12-01 06:20:50,1,1.46,1,N,186,113,1,6.5,0,0.5,1.96,0,0.3,11.76,2.5
2,2020-12-01 06:32:41,2020-12-01 06:38:07,1,1.16,1,N,68,246,1,6.5,0,0.5,1.25,0,0.3,11.05,2.5
2,2020-12-01 06:11:53,2020-12-01 06:27:41,6,4.68,1,N,13,230,1,16.5,0,0.5,3.96,0,0.3,23.76,2.5
2,2020-12-01 06:04:40,2020-12-01 06:10:40,6,1.02,1,N,186,170,1,6,0,0.5,2.32,0,0.3,11.62,2.5
2,2020-12-01 06:18:53,2020-12-01 06:28:00,6,1.37,1,N,186,161,2,8,0,0.5,0,0,0.3,11.3,2.5
2,2020-12-01 06:27:46,2020-12-01 06:50:13,1,10.88,1,N,116,265,1,31.5,0,0.5,2,0,0.3,34.3,0
1,2020-12-01 06:14:05,2020-12-01 06:23:50,1,2.00,1,N,140,230,1,9,2.5,0.5,3.65,0,0.3,15.95,2.5
1,2020-12-01 06:15:31,2020-12-01 06:21:25,1,1.10,1,N,186,161,1,6.5,2.5,0.5,2.45,0,0.3,12.25,2.5
1,2020-12-01 06:42:00,2020-12-01 06:53:05,1,1.60,1,Y,186,162,1,9.5,2.5,0.5,3.8,0,0.3,16.6,2.5
2,2020-12-01 06:58:54,2020-12-01 07:05:21,1,1.52,1,N,236,239,1,7,0,0.5,0,0,0.3,10.3,2.5
2,2020-12-01 06:38:34,2020-12-01 06:57:36,1,7.05,1,N,52,229,1,22,0,0.5,7.59,0,0.3,32.89,2.5
2,2020-12-01 06:17:22,2020-12-01 06:32:09,1,3.91,1,N,186,75,1,14,0,0.5,3,0,0.3,20.3,2.5
2,2020-12-01 06:58:50,2020-12-01 07:01:04,1,.50,1,N,129,82,2,4,0,0.5,0,0,0.3,4.8,0
2,2020-12-01 06:15:32,2020-12-01 06:26:47,1,3.85,1,N,141,234,2,13,0,0.5,0,0,0.3,16.3,2.5
1,2020-12-01 06:38:51,2020-12-01 06:46:27,0,2.10,1,N,164,237,1,8.5,2.5,0.5,2.35,0,0.3,14.15,2.5
1,2020-12-01 06:46:19,2020-12-01 06:48:14,1,.60,1,N,141,263,2,4,2.5,0.5,0,0,0.3,7.3,2.5
1,2020-12-01 06:59:56,2020-12-01 07:16:07,1,4.40,1,N,263,159,1,16.5,2.5,0.5,5.9,0,0.3,25.7,2.5
1,2020-12-01 06:10:57,2020-12-01 06:17:08,1,1.80,1,N,90,231,1,7.5,2.5,0.5,2.15,0,0.3,12.95,2.5
1,2020-12-01 06:05:55,2020-12-01 06:08:37,1,.50,1,N,230,68,1,4,2.5,0.5,1.45,0,0.3,8.75,2.5
1,2020-12-01 06:21:28,2020-12-01 06:29:25,1,1.80,1,N,230,141,2,8.5,2.5,0.5,0,0,0.3,11.8,2.5
2,2020-12-01 06:47:43,2020-12-01 06:52:24,2,.74,1,N,100,170,4,-5.5,0,-0.5,0,0,-0.3,-8.8,-2.5
2,2020-12-01 06:47:43,2020-12-01 06:52:24,2,.74,1,N,100,170,2,5.5,0,0.5,0,0,0.3,8.8,2.5
2,2020-12-01 06:04:37,2020-12-01 06:11:03,1,1.71,1,N,151,263,1,7.5,0,0.5,1.66,0,0.3,9.96,0
2,2020-12-01 06:25:36,2020-12-01 06:33:45,1,2.65,1,N,236,170,1,9.5,0,0.5,1.92,0,0.3,14.72,2.5
1,2020-12-01 06:34:38,2020-12-01 06:54:52,1,7.30,1,N,75,148,3,24,2.5,0.5,0,0,0.3,27.3,2.5
2,2020-12-01 06:24:55,2020-12-01 06:34:22,1,2.31,1,N,143,24,2,10,0,0.5,0,0,0.3,13.3,2.5
1,2020-12-01 06:59:56,2020-12-01 07:21:07,1,7.90,1,N,223,179,1,24,0,0.5,5,12.24,0.3,42.04,0
2,2020-12-01 06:19:26,2020-12-01 06:26:28,1,1.51,1,N,68,246,2,7,0,0.5,0,0,0.3,10.3,2.5
2,2020-12-01 06:40:54,2020-12-01 06:45:49,1,1.23,1,N,48,246,1,6,0,0.5,1.86,0,0.3,11.16,2.5
2,2020-12-01 06:51:44,2020-12-01 07:04:31,1,2.05,1,N,246,170,1,10,0,0.5,3.99,0,0.3,17.29,2.5
2,2020-12-01 06:49:50,2020-12-01 06:53:55,2,1.06,1,N,263,75,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5
2,2020-12-01 06:52:18,2020-12-01 06:59:52,2,2.51,1,N,75,161,1,9,0,0.5,3.08,0,0.3,15.38,2.5
2,2020-12-01 06:16:43,2020-12-01 06:20:19,1,.69,1,N,48,230,1,4.5,0,0.5,1.56,0,0.3,9.36,2.5
2,2020-12-01 06:30:15,2020-12-01 06:35:07,1,1.39,1,N,100,43,2,6.5,0,0.5,0,0,0.3,9.8,2.5
2,2020-12-01 06:47:40,2020-12-01 06:54:01,1,1.60,1,N,48,142,1,7,0,0.5,1.54,0,0.3,11.84,2.5
2,2020-12-01 06:15:25,2020-12-01 06:21:00,1,1.39,1,N,68,161,1,6.5,0,0.5,1.96,0,0.3,11.76,2.5
2,2020-12-01 06:29:12,2020-12-01 06:52:11,1,6.19,1,N,68,49,1,21,0,0.5,4.86,0,0.3,29.16,2.5
